phase,client_observed_ms,server_internal_ms,socket_transfer_overhead_ms,status,decision,reason_code
warmup,3.495,2.000,1.495,200,ALLOW,OK_ALLOW
warmup,2.920,1.000,1.920,200,ALLOW,OK_ALLOW
warmup,2.965,1.000,1.965,200,ALLOW,OK_ALLOW
warmup,3.192,1.000,2.192,200,ALLOW,OK_ALLOW
warmup,3.075,1.000,2.075,200,ALLOW,OK_ALLOW
warmup,3.092,1.000,2.092,200,ALLOW,OK_ALLOW
warmup,3.082,1.000,2.082,200,ALLOW,OK_ALLOW
warmup,3.003,1.000,2.003,200,ALLOW,OK_ALLOW
warmup,2.629,1.000,1.629,200,ALLOW,OK_ALLOW
warmup,2.344,1.000,1.344,200,ALLOW,OK_ALLOW
warmup,2.388,1.000,1.388,200,ALLOW,OK_ALLOW
warmup,2.452,1.000,1.452,200,ALLOW,OK_ALLOW
warmup,2.405,1.000,1.405,200,ALLOW,OK_ALLOW
warmup,2.645,1.000,1.645,200,ALLOW,OK_ALLOW
warmup,2.613,1.000,1.613,200,ALLOW,OK_ALLOW
warmup,2.770,1.000,1.770,200,ALLOW,OK_ALLOW
warmup,2.694,1.000,1.694,200,ALLOW,OK_ALLOW
warmup,2.692,1.000,1.692,200,ALLOW,OK_ALLOW
warmup,2.649,1.000,1.649,200,ALLOW,OK_ALLOW
warmup,2.820,1.000,1.820,200,ALLOW,OK_ALLOW
warmup,2.917,1.000,1.917,200,ALLOW,OK_ALLOW
warmup,3.035,1.000,2.035,200,ALLOW,OK_ALLOW
warmup,3.502,1.000,2.502,200,ALLOW,OK_ALLOW
warmup,3.871,2.000,1.871,200,ALLOW,OK_ALLOW
warmup,3.952,2.000,1.952,200,ALLOW,OK_ALLOW
warmup,3.825,2.000,1.825,200,ALLOW,OK_ALLOW
warmup,3.841,2.000,1.841,200,ALLOW,OK_ALLOW
warmup,3.679,1.000,2.679,200,ALLOW,OK_ALLOW
warmup,3.355,1.000,2.355,200,ALLOW,OK_ALLOW
warmup,3.392,1.000,2.392,200,ALLOW,OK_ALLOW
warmup,3.370,1.000,2.370,200,ALLOW,OK_ALLOW
warmup,3.084,1.000,2.084,200,ALLOW,OK_ALLOW
warmup,2.939,1.000,1.939,200,ALLOW,OK_ALLOW
warmup,3.078,1.000,2.078,200,ALLOW,OK_ALLOW
warmup,3.059,1.000,2.059,200,ALLOW,OK_ALLOW
warmup,2.801,1.000,1.801,200,ALLOW,OK_ALLOW
warmup,2.994,1.000,1.994,200,ALLOW,OK_ALLOW
warmup,3.221,1.000,2.221,200,ALLOW,OK_ALLOW
warmup,3.210,1.000,2.210,200,ALLOW,OK_ALLOW
warmup,3.061,1.000,2.061,200,ALLOW,OK_ALLOW
warmup,3.023,1.000,2.023,200,ALLOW,OK_ALLOW
warmup,2.927,1.000,1.927,200,ALLOW,OK_ALLOW
warmup,2.696,1.000,1.696,200,ALLOW,OK_ALLOW
warmup,2.640,1.000,1.640,200,ALLOW,OK_ALLOW
warmup,2.688,1.000,1.688,200,ALLOW,OK_ALLOW
warmup,2.632,1.000,1.632,200,ALLOW,OK_ALLOW
warmup,2.710,1.000,1.710,200,ALLOW,OK_ALLOW
warmup,2.719,1.000,1.719,200,ALLOW,OK_ALLOW
warmup,2.826,1.000,1.826,200,ALLOW,OK_ALLOW
warmup,2.813,1.000,1.813,200,ALLOW,OK_ALLOW
warmup,3.165,1.000,2.165,200,ALLOW,OK_ALLOW
warmup,3.108,1.000,2.108,200,ALLOW,OK_ALLOW
warmup,3.529,1.000,2.529,200,ALLOW,OK_ALLOW
warmup,3.676,1.000,2.676,200,ALLOW,OK_ALLOW
warmup,4.121,1.000,3.121,200,ALLOW,OK_ALLOW
warmup,4.350,1.000,3.350,200,ALLOW,OK_ALLOW
warmup,4.395,1.000,3.395,200,ALLOW,OK_ALLOW
warmup,4.499,1.000,3.499,200,ALLOW,OK_ALLOW
warmup,4.225,1.000,3.225,200,ALLOW,OK_ALLOW
warmup,4.047,1.000,3.047,200,ALLOW,OK_ALLOW
warmup,3.847,1.000,2.847,200,ALLOW,OK_ALLOW
warmup,3.520,1.000,2.520,200,ALLOW,OK_ALLOW
warmup,3.211,1.000,2.211,200,ALLOW,OK_ALLOW
warmup,3.178,1.000,2.178,200,ALLOW,OK_ALLOW
warmup,3.129,1.000,2.129,200,ALLOW,OK_ALLOW
warmup,3.177,1.000,2.177,200,ALLOW,OK_ALLOW
warmup,3.141,1.000,2.141,200,ALLOW,OK_ALLOW
warmup,3.359,2.000,1.359,200,ALLOW,OK_ALLOW
warmup,3.320,1.000,2.320,200,ALLOW,OK_ALLOW
warmup,3.356,2.000,1.356,200,ALLOW,OK_ALLOW
warmup,3.513,2.000,1.513,200,ALLOW,OK_ALLOW
warmup,3.420,1.000,2.420,200,ALLOW,OK_ALLOW
warmup,3.161,2.000,1.161,200,ALLOW,OK_ALLOW
warmup,4.157,2.000,2.157,200,ALLOW,OK_ALLOW
warmup,3.416,1.000,2.416,200,ALLOW,OK_ALLOW
warmup,3.451,1.000,2.451,200,ALLOW,OK_ALLOW
warmup,3.713,2.000,1.713,200,ALLOW,OK_ALLOW
warmup,3.859,2.000,1.859,200,ALLOW,OK_ALLOW
warmup,3.552,2.000,1.552,200,ALLOW,OK_ALLOW
warmup,3.603,2.000,1.603,200,ALLOW,OK_ALLOW
warmup,4.228,2.000,2.228,200,ALLOW,OK_ALLOW
warmup,4.080,2.000,2.080,200,ALLOW,OK_ALLOW
warmup,3.729,2.000,1.729,200,ALLOW,OK_ALLOW
warmup,3.526,2.000,1.526,200,ALLOW,OK_ALLOW
warmup,3.453,2.000,1.453,200,ALLOW,OK_ALLOW
warmup,3.474,2.000,1.474,200,ALLOW,OK_ALLOW
warmup,3.166,2.000,1.166,200,ALLOW,OK_ALLOW
warmup,3.237,2.000,1.237,200,ALLOW,OK_ALLOW
warmup,3.352,2.000,1.352,200,ALLOW,OK_ALLOW
warmup,3.316,2.000,1.316,200,ALLOW,OK_ALLOW
warmup,3.169,1.000,2.169,200,ALLOW,OK_ALLOW
warmup,3.048,1.000,2.048,200,ALLOW,OK_ALLOW
warmup,2.838,1.000,1.838,200,ALLOW,OK_ALLOW
warmup,2.677,1.000,1.677,200,ALLOW,OK_ALLOW
warmup,2.759,1.000,1.759,200,ALLOW,OK_ALLOW
warmup,3.262,2.000,1.262,200,ALLOW,OK_ALLOW
warmup,3.402,2.000,1.402,200,ALLOW,OK_ALLOW
warmup,3.488,1.000,2.488,200,ALLOW,OK_ALLOW
warmup,3.347,1.000,2.347,200,ALLOW,OK_ALLOW
warmup,3.456,1.000,2.456,200,ALLOW,OK_ALLOW
warmup,2.995,1.000,1.995,200,ALLOW,OK_ALLOW
warmup,2.577,1.000,1.577,200,ALLOW,OK_ALLOW
warmup,2.503,1.000,1.503,200,ALLOW,OK_ALLOW
warmup,2.610,1.000,1.610,200,ALLOW,OK_ALLOW
warmup,2.273,1.000,1.273,200,ALLOW,OK_ALLOW
warmup,3.013,1.000,2.013,200,ALLOW,OK_ALLOW
warmup,2.834,1.000,1.834,200,ALLOW,OK_ALLOW
warmup,2.800,1.000,1.800,200,ALLOW,OK_ALLOW
warmup,2.803,1.000,1.803,200,ALLOW,OK_ALLOW
warmup,2.927,1.000,1.927,200,ALLOW,OK_ALLOW
warmup,3.122,1.000,2.122,200,ALLOW,OK_ALLOW
warmup,4.130,3.000,1.130,200,ALLOW,OK_ALLOW
warmup,4.478,2.000,2.478,200,ALLOW,OK_ALLOW
warmup,4.132,2.000,2.132,200,ALLOW,OK_ALLOW
warmup,4.058,2.000,2.058,200,ALLOW,OK_ALLOW
warmup,5.803,3.000,2.803,200,ALLOW,OK_ALLOW
warmup,4.577,2.000,2.577,200,ALLOW,OK_ALLOW
warmup,3.660,1.000,2.660,200,ALLOW,OK_ALLOW
warmup,3.578,1.000,2.578,200,ALLOW,OK_ALLOW
warmup,3.488,1.000,2.488,200,ALLOW,OK_ALLOW
warmup,3.339,1.000,2.339,200,ALLOW,OK_ALLOW
warmup,3.403,1.000,2.403,200,ALLOW,OK_ALLOW
warmup,3.250,2.000,1.250,200,ALLOW,OK_ALLOW
warmup,3.215,1.000,2.215,200,ALLOW,OK_ALLOW
warmup,3.122,1.000,2.122,200,ALLOW,OK_ALLOW
warmup,3.148,2.000,1.148,200,ALLOW,OK_ALLOW
warmup,3.412,2.000,1.412,200,ALLOW,OK_ALLOW
warmup,3.203,2.000,1.203,200,ALLOW,OK_ALLOW
warmup,3.665,1.000,2.665,200,ALLOW,OK_ALLOW
warmup,3.424,2.000,1.424,200,ALLOW,OK_ALLOW
warmup,3.284,2.000,1.284,200,ALLOW,OK_ALLOW
warmup,3.067,2.000,1.067,200,ALLOW,OK_ALLOW
warmup,3.136,2.000,1.136,200,ALLOW,OK_ALLOW
warmup,3.442,2.000,1.442,200,ALLOW,OK_ALLOW
warmup,2.919,2.000,0.919,200,ALLOW,OK_ALLOW
warmup,3.006,1.000,2.006,200,ALLOW,OK_ALLOW
warmup,2.926,1.000,1.926,200,ALLOW,OK_ALLOW
warmup,3.517,1.000,2.517,200,ALLOW,OK_ALLOW
warmup,3.580,1.000,2.580,200,ALLOW,OK_ALLOW
warmup,3.690,2.000,1.690,200,ALLOW,OK_ALLOW
warmup,3.873,2.000,1.873,200,ALLOW,OK_ALLOW
warmup,4.011,2.000,2.011,200,ALLOW,OK_ALLOW
warmup,4.260,1.000,3.260,200,ALLOW,OK_ALLOW
warmup,3.696,1.000,2.696,200,ALLOW,OK_ALLOW
warmup,3.531,1.000,2.531,200,ALLOW,OK_ALLOW
warmup,3.309,1.000,2.309,200,ALLOW,OK_ALLOW
warmup,3.256,1.000,2.256,200,ALLOW,OK_ALLOW
warmup,3.524,1.000,2.524,200,ALLOW,OK_ALLOW
warmup,3.262,1.000,2.262,200,ALLOW,OK_ALLOW
warmup,3.288,1.000,2.288,200,ALLOW,OK_ALLOW
warmup,2.924,1.000,1.924,200,ALLOW,OK_ALLOW
warmup,2.932,1.000,1.932,200,ALLOW,OK_ALLOW
warmup,2.963,1.000,1.963,200,ALLOW,OK_ALLOW
warmup,2.513,1.000,1.513,200,ALLOW,OK_ALLOW
warmup,2.575,1.000,1.575,200,ALLOW,OK_ALLOW
warmup,2.541,1.000,1.541,200,ALLOW,OK_ALLOW
warmup,2.701,1.000,1.701,200,ALLOW,OK_ALLOW
warmup,2.487,1.000,1.487,200,ALLOW,OK_ALLOW
warmup,2.333,1.000,1.333,200,ALLOW,OK_ALLOW
warmup,2.532,1.000,1.532,200,ALLOW,OK_ALLOW
warmup,2.664,1.000,1.664,200,ALLOW,OK_ALLOW
warmup,3.019,1.000,2.019,200,ALLOW,OK_ALLOW
warmup,2.938,1.000,1.938,200,ALLOW,OK_ALLOW
warmup,3.022,1.000,2.022,200,ALLOW,OK_ALLOW
warmup,2.990,1.000,1.990,200,ALLOW,OK_ALLOW
warmup,3.142,2.000,1.142,200,ALLOW,OK_ALLOW
warmup,3.964,2.000,1.964,200,ALLOW,OK_ALLOW
warmup,3.660,2.000,1.660,200,ALLOW,OK_ALLOW
warmup,3.771,2.000,1.771,200,ALLOW,OK_ALLOW
warmup,4.121,2.000,2.121,200,ALLOW,OK_ALLOW
warmup,5.816,4.000,1.816,200,ALLOW,OK_ALLOW
warmup,5.552,3.000,2.552,200,ALLOW,OK_ALLOW
warmup,4.715,2.000,2.715,200,ALLOW,OK_ALLOW
warmup,4.659,2.000,2.659,200,ALLOW,OK_ALLOW
warmup,4.489,2.000,2.489,200,ALLOW,OK_ALLOW
warmup,4.339,2.000,2.339,200,ALLOW,OK_ALLOW
warmup,3.241,1.000,2.241,200,ALLOW,OK_ALLOW
warmup,3.522,1.000,2.522,200,ALLOW,OK_ALLOW
warmup,3.436,1.000,2.436,200,ALLOW,OK_ALLOW
warmup,3.548,2.000,1.548,200,ALLOW,OK_ALLOW
warmup,3.631,1.000,2.631,200,ALLOW,OK_ALLOW
warmup,3.422,1.000,2.422,200,ALLOW,OK_ALLOW
warmup,2.989,1.000,1.989,200,ALLOW,OK_ALLOW
warmup,2.819,1.000,1.819,200,ALLOW,OK_ALLOW
warmup,2.921,1.000,1.921,200,ALLOW,OK_ALLOW
warmup,3.242,1.000,2.242,200,ALLOW,OK_ALLOW
warmup,3.547,2.000,1.547,200,ALLOW,OK_ALLOW
warmup,3.575,2.000,1.575,200,ALLOW,OK_ALLOW
warmup,4.485,3.000,1.485,200,ALLOW,OK_ALLOW
warmup,4.180,3.000,1.180,200,ALLOW,OK_ALLOW
warmup,4.025,2.000,2.025,200,ALLOW,OK_ALLOW
warmup,4.174,2.000,2.174,200,ALLOW,OK_ALLOW
warmup,4.031,2.000,2.031,200,ALLOW,OK_ALLOW
warmup,3.976,2.000,1.976,200,ALLOW,OK_ALLOW
warmup,4.301,2.000,2.301,200,ALLOW,OK_ALLOW
warmup,4.707,3.000,1.707,200,ALLOW,OK_ALLOW
warmup,4.824,3.000,1.824,200,ALLOW,OK_ALLOW
warmup,4.930,2.000,2.930,200,ALLOW,OK_ALLOW
warmup,4.894,2.000,2.894,200,ALLOW,OK_ALLOW
warmup,5.277,2.000,3.277,200,ALLOW,OK_ALLOW
warmup,4.952,2.000,2.952,200,ALLOW,OK_ALLOW
warmup,4.737,2.000,2.737,200,ALLOW,OK_ALLOW
warmup,4.527,2.000,2.527,200,ALLOW,OK_ALLOW
warmup,4.016,2.000,2.016,200,ALLOW,OK_ALLOW
warmup,3.913,2.000,1.913,200,ALLOW,OK_ALLOW
warmup,3.185,1.000,2.185,200,ALLOW,OK_ALLOW
warmup,3.167,1.000,2.167,200,ALLOW,OK_ALLOW
warmup,2.894,1.000,1.894,200,ALLOW,OK_ALLOW
warmup,3.003,2.000,1.003,200,ALLOW,OK_ALLOW
warmup,3.064,2.000,1.064,200,ALLOW,OK_ALLOW
warmup,3.237,1.000,2.237,200,ALLOW,OK_ALLOW
warmup,3.059,1.000,2.059,200,ALLOW,OK_ALLOW
warmup,3.199,1.000,2.199,200,ALLOW,OK_ALLOW
warmup,3.063,1.000,2.063,200,ALLOW,OK_ALLOW
warmup,3.058,1.000,2.058,200,ALLOW,OK_ALLOW
warmup,2.853,1.000,1.853,200,ALLOW,OK_ALLOW
warmup,2.851,1.000,1.851,200,ALLOW,OK_ALLOW
warmup,2.965,1.000,1.965,200,ALLOW,OK_ALLOW
warmup,2.964,1.000,1.964,200,ALLOW,OK_ALLOW
warmup,3.193,1.000,2.193,200,ALLOW,OK_ALLOW
warmup,3.022,1.000,2.022,200,ALLOW,OK_ALLOW
warmup,4.088,2.000,2.088,200,ALLOW,OK_ALLOW
warmup,3.655,2.000,1.655,200,ALLOW,OK_ALLOW
warmup,4.578,3.000,1.578,200,ALLOW,OK_ALLOW
warmup,4.341,2.000,2.341,200,ALLOW,OK_ALLOW
warmup,4.547,2.000,2.547,200,ALLOW,OK_ALLOW
warmup,4.494,2.000,2.494,200,ALLOW,OK_ALLOW
warmup,4.432,1.000,3.432,200,ALLOW,OK_ALLOW
warmup,3.787,1.000,2.787,200,ALLOW,OK_ALLOW
warmup,3.979,2.000,1.979,200,ALLOW,OK_ALLOW
warmup,3.664,2.000,1.664,200,ALLOW,OK_ALLOW
warmup,3.445,1.000,2.445,200,ALLOW,OK_ALLOW
warmup,3.383,1.000,2.383,200,ALLOW,OK_ALLOW
warmup,3.529,2.000,1.529,200,ALLOW,OK_ALLOW
warmup,3.624,2.000,1.624,200,ALLOW,OK_ALLOW
warmup,3.435,1.000,2.435,200,ALLOW,OK_ALLOW
warmup,3.473,1.000,2.473,200,ALLOW,OK_ALLOW
warmup,3.133,1.000,2.133,200,ALLOW,OK_ALLOW
warmup,3.148,1.000,2.148,200,ALLOW,OK_ALLOW
warmup,2.906,1.000,1.906,200,ALLOW,OK_ALLOW
warmup,3.050,2.000,1.050,200,ALLOW,OK_ALLOW
warmup,3.077,1.000,2.077,200,ALLOW,OK_ALLOW
warmup,2.515,1.000,1.515,200,ALLOW,OK_ALLOW
warmup,3.399,2.000,1.399,200,ALLOW,OK_ALLOW
warmup,3.217,2.000,1.217,200,ALLOW,OK_ALLOW
warmup,4.534,2.000,2.534,200,ALLOW,OK_ALLOW
warmup,4.713,2.000,2.713,200,ALLOW,OK_ALLOW
warmup,5.043,2.000,3.043,200,ALLOW,OK_ALLOW
warmup,5.304,2.000,3.304,200,ALLOW,OK_ALLOW
warmup,5.235,2.000,3.235,200,ALLOW,OK_ALLOW
warmup,5.147,2.000,3.147,200,ALLOW,OK_ALLOW
warmup,4.002,2.000,2.002,200,ALLOW,OK_ALLOW
warmup,4.114,2.000,2.114,200,ALLOW,OK_ALLOW
warmup,3.687,2.000,1.687,200,ALLOW,OK_ALLOW
warmup,3.590,2.000,1.590,200,ALLOW,OK_ALLOW
warmup,3.511,1.000,2.511,200,ALLOW,OK_ALLOW
warmup,3.303,1.000,2.303,200,ALLOW,OK_ALLOW
warmup,2.970,1.000,1.970,200,ALLOW,OK_ALLOW
warmup,2.745,1.000,1.745,200,ALLOW,OK_ALLOW
warmup,3.018,2.000,1.018,200,ALLOW,OK_ALLOW
warmup,3.140,2.000,1.140,200,ALLOW,OK_ALLOW
warmup,3.320,2.000,1.320,200,ALLOW,OK_ALLOW
warmup,3.433,2.000,1.433,200,ALLOW,OK_ALLOW
warmup,3.610,2.000,1.610,200,ALLOW,OK_ALLOW
warmup,3.670,2.000,1.670,200,ALLOW,OK_ALLOW
warmup,3.665,2.000,1.665,200,ALLOW,OK_ALLOW
warmup,3.413,2.000,1.413,200,ALLOW,OK_ALLOW
warmup,3.382,1.000,2.382,200,ALLOW,OK_ALLOW
warmup,3.654,1.000,2.654,200,ALLOW,OK_ALLOW
warmup,3.564,2.000,1.564,200,ALLOW,OK_ALLOW
warmup,3.441,1.000,2.441,200,ALLOW,OK_ALLOW
warmup,3.284,1.000,2.284,200,ALLOW,OK_ALLOW
warmup,3.632,2.000,1.632,200,ALLOW,OK_ALLOW
warmup,3.715,2.000,1.715,200,ALLOW,OK_ALLOW
warmup,3.643,2.000,1.643,200,ALLOW,OK_ALLOW
warmup,3.686,2.000,1.686,200,ALLOW,OK_ALLOW
warmup,3.599,2.000,1.599,200,ALLOW,OK_ALLOW
warmup,3.742,2.000,1.742,200,ALLOW,OK_ALLOW
warmup,3.538,1.000,2.538,200,ALLOW,OK_ALLOW
warmup,3.465,1.000,2.465,200,ALLOW,OK_ALLOW
warmup,3.311,1.000,2.311,200,ALLOW,OK_ALLOW
warmup,3.409,1.000,2.409,200,ALLOW,OK_ALLOW
warmup,3.313,2.000,1.313,200,ALLOW,OK_ALLOW
warmup,3.328,2.000,1.328,200,ALLOW,OK_ALLOW
warmup,3.511,2.000,1.511,200,ALLOW,OK_ALLOW
warmup,3.727,2.000,1.727,200,ALLOW,OK_ALLOW
warmup,3.729,2.000,1.729,200,ALLOW,OK_ALLOW
warmup,3.551,2.000,1.551,200,ALLOW,OK_ALLOW
warmup,3.634,1.000,2.634,200,ALLOW,OK_ALLOW
warmup,3.627,1.000,2.627,200,ALLOW,OK_ALLOW
warmup,3.362,1.000,2.362,200,ALLOW,OK_ALLOW
warmup,3.188,1.000,2.188,200,ALLOW,OK_ALLOW
warmup,2.978,1.000,1.978,200,ALLOW,OK_ALLOW
warmup,3.281,1.000,2.281,200,ALLOW,OK_ALLOW
warmup,3.091,1.000,2.091,200,ALLOW,OK_ALLOW
warmup,3.045,1.000,2.045,200,ALLOW,OK_ALLOW
warmup,2.988,1.000,1.988,200,ALLOW,OK_ALLOW
warmup,3.181,1.000,2.181,200,ALLOW,OK_ALLOW
warmup,3.232,1.000,2.232,200,ALLOW,OK_ALLOW
warmup,3.275,1.000,2.275,200,ALLOW,OK_ALLOW
warmup,3.362,1.000,2.362,200,ALLOW,OK_ALLOW
warmup,3.922,1.000,2.922,200,ALLOW,OK_ALLOW
warmup,4.103,2.000,2.103,200,ALLOW,OK_ALLOW
warmup,3.952,2.000,1.952,200,ALLOW,OK_ALLOW
warmup,3.987,2.000,1.987,200,ALLOW,OK_ALLOW
warmup,3.762,1.000,2.762,200,ALLOW,OK_ALLOW
warmup,4.181,2.000,2.181,200,ALLOW,OK_ALLOW
warmup,4.017,1.000,3.017,200,ALLOW,OK_ALLOW
warmup,3.819,1.000,2.819,200,ALLOW,OK_ALLOW
warmup,3.561,1.000,2.561,200,ALLOW,OK_ALLOW
warmup,3.497,1.000,2.497,200,ALLOW,OK_ALLOW
warmup,3.509,1.000,2.509,200,ALLOW,OK_ALLOW
warmup,2.999,1.000,1.999,200,ALLOW,OK_ALLOW
warmup,2.569,1.000,1.569,200,ALLOW,OK_ALLOW
warmup,2.585,1.000,1.585,200,ALLOW,OK_ALLOW
warmup,2.880,1.000,1.880,200,ALLOW,OK_ALLOW
warmup,3.128,2.000,1.128,200,ALLOW,OK_ALLOW
warmup,3.135,2.000,1.135,200,ALLOW,OK_ALLOW
warmup,3.145,2.000,1.145,200,ALLOW,OK_ALLOW
warmup,3.231,2.000,1.231,200,ALLOW,OK_ALLOW
warmup,3.691,2.000,1.691,200,ALLOW,OK_ALLOW
warmup,3.567,2.000,1.567,200,ALLOW,OK_ALLOW
warmup,3.437,2.000,1.437,200,ALLOW,OK_ALLOW
warmup,3.516,2.000,1.516,200,ALLOW,OK_ALLOW
warmup,3.522,1.000,2.522,200,ALLOW,OK_ALLOW
warmup,3.369,1.000,2.369,200,ALLOW,OK_ALLOW
warmup,3.138,1.000,2.138,200,ALLOW,OK_ALLOW
warmup,3.074,1.000,2.074,200,ALLOW,OK_ALLOW
warmup,2.932,1.000,1.932,200,ALLOW,OK_ALLOW
warmup,3.171,1.000,2.171,200,ALLOW,OK_ALLOW
warmup,3.178,1.000,2.178,200,ALLOW,OK_ALLOW
warmup,3.906,2.000,1.906,200,ALLOW,OK_ALLOW
warmup,3.760,2.000,1.760,200,ALLOW,OK_ALLOW
warmup,3.579,2.000,1.579,200,ALLOW,OK_ALLOW
warmup,4.608,3.000,1.608,200,ALLOW,OK_ALLOW
warmup,4.127,2.000,2.127,200,ALLOW,OK_ALLOW
warmup,4.023,2.000,2.023,200,ALLOW,OK_ALLOW
warmup,4.011,2.000,2.011,200,ALLOW,OK_ALLOW
warmup,3.887,2.000,1.887,200,ALLOW,OK_ALLOW
warmup,3.607,2.000,1.607,200,ALLOW,OK_ALLOW
warmup,3.504,2.000,1.504,200,ALLOW,OK_ALLOW
warmup,3.253,1.000,2.253,200,ALLOW,OK_ALLOW
warmup,3.217,1.000,2.217,200,ALLOW,OK_ALLOW
warmup,2.605,1.000,1.605,200,ALLOW,OK_ALLOW
warmup,2.973,1.000,1.973,200,ALLOW,OK_ALLOW
warmup,2.789,1.000,1.789,200,ALLOW,OK_ALLOW
warmup,3.126,2.000,1.126,200,ALLOW,OK_ALLOW
warmup,2.969,2.000,0.969,200,ALLOW,OK_ALLOW
warmup,3.220,2.000,1.220,200,ALLOW,OK_ALLOW
warmup,3.253,2.000,1.253,200,ALLOW,OK_ALLOW
warmup,3.208,2.000,1.208,200,ALLOW,OK_ALLOW
warmup,3.336,2.000,1.336,200,ALLOW,OK_ALLOW
warmup,3.267,1.000,2.267,200,ALLOW,OK_ALLOW
warmup,3.351,1.000,2.351,200,ALLOW,OK_ALLOW
warmup,3.189,1.000,2.189,200,ALLOW,OK_ALLOW
warmup,3.034,1.000,2.034,200,ALLOW,OK_ALLOW
warmup,2.888,1.000,1.888,200,ALLOW,OK_ALLOW
warmup,2.838,1.000,1.838,200,ALLOW,OK_ALLOW
warmup,2.647,1.000,1.647,200,ALLOW,OK_ALLOW
warmup,2.617,1.000,1.617,200,ALLOW,OK_ALLOW
warmup,2.841,1.000,1.841,200,ALLOW,OK_ALLOW
warmup,3.110,1.000,2.110,200,ALLOW,OK_ALLOW
warmup,3.266,2.000,1.266,200,ALLOW,OK_ALLOW
warmup,3.562,2.000,1.562,200,ALLOW,OK_ALLOW
warmup,3.592,2.000,1.592,200,ALLOW,OK_ALLOW
warmup,3.763,2.000,1.763,200,ALLOW,OK_ALLOW
warmup,3.558,2.000,1.558,200,ALLOW,OK_ALLOW
warmup,3.582,2.000,1.582,200,ALLOW,OK_ALLOW
warmup,3.591,2.000,1.591,200,ALLOW,OK_ALLOW
warmup,3.538,1.000,2.538,200,ALLOW,OK_ALLOW
warmup,3.426,1.000,2.426,200,ALLOW,OK_ALLOW
warmup,3.298,1.000,2.298,200,ALLOW,OK_ALLOW
warmup,3.154,1.000,2.154,200,ALLOW,OK_ALLOW
warmup,3.206,1.000,2.206,200,ALLOW,OK_ALLOW
warmup,2.909,1.000,1.909,200,ALLOW,OK_ALLOW
warmup,2.707,1.000,1.707,200,ALLOW,OK_ALLOW
warmup,2.679,2.000,0.679,200,ALLOW,OK_ALLOW
warmup,2.678,1.000,1.678,200,ALLOW,OK_ALLOW
warmup,2.660,1.000,1.660,200,ALLOW,OK_ALLOW
warmup,2.420,1.000,1.420,200,ALLOW,OK_ALLOW
warmup,2.568,1.000,1.568,200,ALLOW,OK_ALLOW
warmup,2.471,1.000,1.471,200,ALLOW,OK_ALLOW
warmup,2.701,1.000,1.701,200,ALLOW,OK_ALLOW
warmup,2.559,1.000,1.559,200,ALLOW,OK_ALLOW
warmup,2.791,1.000,1.791,200,ALLOW,OK_ALLOW
warmup,2.692,1.000,1.692,200,ALLOW,OK_ALLOW
warmup,2.719,1.000,1.719,200,ALLOW,OK_ALLOW
warmup,2.712,1.000,1.712,200,ALLOW,OK_ALLOW
warmup,2.635,1.000,1.635,200,ALLOW,OK_ALLOW
warmup,2.667,1.000,1.667,200,ALLOW,OK_ALLOW
warmup,2.538,1.000,1.538,200,ALLOW,OK_ALLOW
warmup,2.682,1.000,1.682,200,ALLOW,OK_ALLOW
warmup,2.684,1.000,1.684,200,ALLOW,OK_ALLOW
warmup,3.231,1.000,2.231,200,ALLOW,OK_ALLOW
warmup,3.242,2.000,1.242,200,ALLOW,OK_ALLOW
warmup,3.557,2.000,1.557,200,ALLOW,OK_ALLOW
warmup,3.640,2.000,1.640,200,ALLOW,OK_ALLOW
warmup,4.261,2.000,2.261,200,ALLOW,OK_ALLOW
warmup,4.726,2.000,2.726,200,ALLOW,OK_ALLOW
warmup,4.222,2.000,2.222,200,ALLOW,OK_ALLOW
warmup,3.524,1.000,2.524,200,ALLOW,OK_ALLOW
warmup,4.614,2.000,2.614,200,ALLOW,OK_ALLOW
warmup,3.715,1.000,2.715,200,ALLOW,OK_ALLOW
warmup,3.211,1.000,2.211,200,ALLOW,OK_ALLOW
warmup,2.558,1.000,1.558,200,ALLOW,OK_ALLOW
warmup,2.842,1.000,1.842,200,ALLOW,OK_ALLOW
warmup,2.434,1.000,1.434,200,ALLOW,OK_ALLOW
warmup,3.142,1.000,2.142,200,ALLOW,OK_ALLOW
warmup,2.891,1.000,1.891,200,ALLOW,OK_ALLOW
warmup,3.028,1.000,2.028,200,ALLOW,OK_ALLOW
warmup,3.078,1.000,2.078,200,ALLOW,OK_ALLOW
warmup,2.788,1.000,1.788,200,ALLOW,OK_ALLOW
warmup,2.791,1.000,1.791,200,ALLOW,OK_ALLOW
warmup,2.780,1.000,1.780,200,ALLOW,OK_ALLOW
warmup,2.761,1.000,1.761,200,ALLOW,OK_ALLOW
warmup,2.445,1.000,1.445,200,ALLOW,OK_ALLOW
warmup,2.465,1.000,1.465,200,ALLOW,OK_ALLOW
warmup,2.565,1.000,1.565,200,ALLOW,OK_ALLOW
warmup,2.442,1.000,1.442,200,ALLOW,OK_ALLOW
warmup,2.619,1.000,1.619,200,ALLOW,OK_ALLOW
warmup,2.452,1.000,1.452,200,ALLOW,OK_ALLOW
warmup,2.484,1.000,1.484,200,ALLOW,OK_ALLOW
