phase,client_observed_ms,server_internal_ms,socket_transfer_overhead_ms,status,decision,reason_code
warmup,113.018,1.000,112.018,200,ALLOW,OK_ALLOW
warmup,104.562,1.000,103.562,200,ALLOW,OK_ALLOW
warmup,104.546,1.000,103.546,200,ALLOW,OK_ALLOW
warmup,104.635,1.000,103.635,200,ALLOW,OK_ALLOW
warmup,106.599,1.000,105.599,200,ALLOW,OK_ALLOW
warmup,106.719,1.000,105.719,200,ALLOW,OK_ALLOW
warmup,105.906,1.000,104.906,200,ALLOW,OK_ALLOW
warmup,104.180,1.000,103.180,200,ALLOW,OK_ALLOW
warmup,104.143,1.000,103.143,200,ALLOW,OK_ALLOW
warmup,110.589,2.000,108.589,200,ALLOW,OK_ALLOW
warmup,107.303,1.000,106.303,200,ALLOW,OK_ALLOW
warmup,106.277,1.000,105.277,200,ALLOW,OK_ALLOW
warmup,104.497,1.000,103.497,200,ALLOW,OK_ALLOW
warmup,111.042,3.000,108.042,200,ALLOW,OK_ALLOW
warmup,102.755,3.000,99.755,200,ALLOW,OK_ALLOW
warmup,108.693,3.000,105.693,200,ALLOW,OK_ALLOW
warmup,94.595,0.000,94.595,200,REFUSE,ERR_SIDECAR_SATURATED
warmup,94.790,0.000,94.790,200,REFUSE,ERR_SIDECAR_SATURATED
warmup,108.110,3.000,105.110,200,ALLOW,OK_ALLOW
warmup,106.633,3.000,103.633,200,ALLOW,OK_ALLOW
warmup,110.645,4.000,106.645,200,ALLOW,OK_ALLOW
warmup,108.036,3.000,105.036,200,ALLOW,OK_ALLOW
warmup,103.349,2.000,101.349,200,ALLOW,OK_ALLOW
warmup,92.503,2.000,90.503,200,ALLOW,OK_ALLOW
warmup,96.589,2.000,94.589,200,ALLOW,OK_ALLOW
warmup,93.780,2.000,91.780,200,ALLOW,OK_ALLOW
warmup,93.797,1.000,92.797,200,ALLOW,OK_ALLOW
warmup,93.698,1.000,92.698,200,ALLOW,OK_ALLOW
warmup,93.602,1.000,92.602,200,ALLOW,OK_ALLOW
warmup,95.488,1.000,94.488,200,ALLOW,OK_ALLOW
warmup,95.890,1.000,94.890,200,ALLOW,OK_ALLOW
warmup,95.794,1.000,94.794,200,ALLOW,OK_ALLOW
warmup,95.649,1.000,94.649,200,ALLOW,OK_ALLOW
warmup,96.310,1.000,95.310,200,ALLOW,OK_ALLOW
warmup,96.502,1.000,95.502,200,ALLOW,OK_ALLOW
warmup,96.589,1.000,95.589,200,ALLOW,OK_ALLOW
warmup,95.845,1.000,94.845,200,ALLOW,OK_ALLOW
warmup,93.199,1.000,92.199,200,ALLOW,OK_ALLOW
warmup,93.534,1.000,92.534,200,ALLOW,OK_ALLOW
warmup,93.507,1.000,92.507,200,ALLOW,OK_ALLOW
warmup,93.416,1.000,92.416,200,ALLOW,OK_ALLOW
warmup,93.283,1.000,92.283,200,ALLOW,OK_ALLOW
warmup,93.060,1.000,92.060,200,ALLOW,OK_ALLOW
warmup,93.469,2.000,91.469,200,ALLOW,OK_ALLOW
warmup,93.811,1.000,92.811,200,ALLOW,OK_ALLOW
warmup,93.509,1.000,92.509,200,ALLOW,OK_ALLOW
warmup,93.447,1.000,92.447,200,ALLOW,OK_ALLOW
warmup,93.677,1.000,92.677,200,ALLOW,OK_ALLOW
warmup,152.720,0.000,152.720,200,REFUSE,ERR_SIDECAR_SATURATED
warmup,150.630,0.000,150.630,200,REFUSE,ERR_SIDECAR_SATURATED
warmup,148.883,0.000,148.883,200,REFUSE,ERR_SIDECAR_SATURATED
warmup,152.946,3.000,149.946,200,ALLOW,OK_ALLOW
warmup,154.617,3.000,151.617,200,ALLOW,OK_ALLOW
warmup,160.121,3.000,157.121,200,ALLOW,OK_ALLOW
warmup,162.224,3.000,159.224,200,ALLOW,OK_ALLOW
warmup,94.389,1.000,93.389,200,ALLOW,OK_ALLOW
warmup,94.231,1.000,93.231,200,ALLOW,OK_ALLOW
warmup,91.686,1.000,90.686,200,ALLOW,OK_ALLOW
warmup,81.689,0.000,81.689,200,REFUSE,ERR_SIDECAR_SATURATED
warmup,91.049,1.000,90.049,200,ALLOW,OK_ALLOW
warmup,91.020,1.000,90.020,200,ALLOW,OK_ALLOW
warmup,90.666,2.000,88.666,200,ALLOW,OK_ALLOW
warmup,90.172,2.000,88.172,200,ALLOW,OK_ALLOW
warmup,90.709,1.000,89.709,200,ALLOW,OK_ALLOW
warmup,90.962,1.000,89.962,200,ALLOW,OK_ALLOW
warmup,91.507,1.000,90.507,200,ALLOW,OK_ALLOW
warmup,91.888,1.000,90.888,200,ALLOW,OK_ALLOW
warmup,91.003,1.000,90.003,200,ALLOW,OK_ALLOW
warmup,91.089,1.000,90.089,200,ALLOW,OK_ALLOW
warmup,87.833,0.000,87.833,200,REFUSE,ERR_SIDECAR_SATURATED
warmup,97.965,2.000,95.965,200,ALLOW,OK_ALLOW
warmup,97.854,2.000,95.854,200,ALLOW,OK_ALLOW
warmup,97.766,2.000,95.766,200,ALLOW,OK_ALLOW
warmup,97.582,2.000,95.582,200,ALLOW,OK_ALLOW
warmup,95.247,1.000,94.247,200,ALLOW,OK_ALLOW
warmup,95.601,2.000,93.601,200,ALLOW,OK_ALLOW
warmup,94.167,2.000,92.167,200,ALLOW,OK_ALLOW
warmup,97.923,2.000,95.923,200,ALLOW,OK_ALLOW
warmup,96.495,1.000,95.495,200,ALLOW,OK_ALLOW
warmup,96.663,1.000,95.663,200,ALLOW,OK_ALLOW
warmup,96.767,1.000,95.767,200,ALLOW,OK_ALLOW
warmup,97.163,1.000,96.163,200,ALLOW,OK_ALLOW
warmup,97.020,1.000,96.020,200,ALLOW,OK_ALLOW
warmup,144.702,0.000,144.702,200,REFUSE,ERR_SIDECAR_SATURATED
warmup,150.494,0.000,150.494,200,REFUSE,ERR_SIDECAR_SATURATED
warmup,151.256,0.000,151.256,200,REFUSE,ERR_SIDECAR_SATURATED
warmup,150.000,0.000,150.000,200,REFUSE,ERR_SIDECAR_SATURATED
warmup,154.552,0.000,154.552,200,REFUSE,ERR_SIDECAR_SATURATED
warmup,157.362,0.000,157.362,200,REFUSE,ERR_SIDECAR_SATURATED
warmup,159.188,0.000,159.188,200,REFUSE,ERR_SIDECAR_SATURATED
warmup,157.488,0.000,157.488,200,REFUSE,ERR_SIDECAR_SATURATED
warmup,156.687,0.000,156.687,200,REFUSE,ERR_SIDECAR_SATURATED
warmup,154.723,4.000,150.723,200,ALLOW,OK_ALLOW
warmup,104.701,4.000,100.701,200,ALLOW,OK_ALLOW
warmup,155.147,4.000,151.147,200,ALLOW,OK_ALLOW
warmup,155.672,4.000,151.672,200,ALLOW,OK_ALLOW
warmup,85.020,1.000,84.020,200,ALLOW,OK_ALLOW
warmup,88.608,1.000,87.608,200,ALLOW,OK_ALLOW
warmup,88.974,1.000,87.974,200,ALLOW,OK_ALLOW
warmup,88.818,1.000,87.818,200,ALLOW,OK_ALLOW
warmup,82.181,0.000,82.181,200,REFUSE,ERR_SIDECAR_SATURATED
warmup,82.463,0.000,82.463,200,REFUSE,ERR_SIDECAR_SATURATED
warmup,92.734,2.000,90.734,200,ALLOW,OK_ALLOW
warmup,92.801,2.000,90.801,200,ALLOW,OK_ALLOW
warmup,91.269,2.000,89.269,200,ALLOW,OK_ALLOW
warmup,94.530,3.000,91.530,200,ALLOW,OK_ALLOW
warmup,88.561,1.000,87.561,200,ALLOW,OK_ALLOW
warmup,86.862,1.000,85.862,200,ALLOW,OK_ALLOW
warmup,89.057,2.000,87.057,200,ALLOW,OK_ALLOW
warmup,92.165,1.000,91.165,200,ALLOW,OK_ALLOW
warmup,86.769,1.000,85.769,200,ALLOW,OK_ALLOW
warmup,86.791,2.000,84.791,200,ALLOW,OK_ALLOW
warmup,86.791,1.000,85.791,200,ALLOW,OK_ALLOW
warmup,99.882,0.000,99.882,200,REFUSE,ERR_SIDECAR_SATURATED
warmup,99.831,0.000,99.831,200,REFUSE,ERR_SIDECAR_SATURATED
warmup,100.274,0.000,100.274,200,REFUSE,ERR_SIDECAR_SATURATED
warmup,100.272,0.000,100.272,200,REFUSE,ERR_SIDECAR_SATURATED
warmup,100.286,0.000,100.286,200,REFUSE,ERR_SIDECAR_SATURATED
warmup,100.214,0.000,100.214,200,REFUSE,ERR_SIDECAR_SATURATED
